electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,canton,commissioning_date,contract_period_end,company,tariff,project_name,production
0.0595,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7957,46.8757,Eggiwil,3537,3537.0,Aebnit 283,BE,2012-09-26,2037-12-31,Peter Jenni,26138.379999999997,PV Peter Jenni Eggiwil,71.8088
0.01989,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4114,47.1307,Oberwil b. Büren,3298,3298.0,,BE,2012-09-26,2037-12-31,Natural person,4743.94,Natural person,12.354
0.15751,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH065,8.3388,46.9559,Ennetmoos,6372,6372.0,Kernserstrasse 41,NW,2012-09-26,2037-12-31,Tobe GmbH,40878.33,PV Tobe GmbH Ennetmoos Werkhalle,136.43355000000003
0.01025,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.5846,47.2143,Luterbach,4542,4542.0,,SO,2012-09-26,2037-12-31,Natural person,4822.75,Natural person,9.902968999999999
0.0265,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.5114,46.2676,Chalais,3966,3966.0,,VS,2012-09-26,2037-12-31,Juridical person,10801.97,Juridical person,25.088
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.486,47.1221,Sevelen,9475,9475.0,,SG,2012-09-26,2037-12-31,Natural person,2326.7799999999997,Natural person,4.768
0.0304,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0214,47.2687,Wiliberg,5058,5058.0,Bergstrasse 12,AG,2012-09-26,2037-12-31,Jann Grädel,13013.910000000002,PV Jann Grädel Wiliberg,34.428355
0.0098,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.5672,47.3917,Marbach,9437,9437.0,,SG,2012-09-26,2037-12-31,Juridical person,4218.01,Juridical person,10.691
0.012,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9758,47.4814,Wittnau,5064,5064.0,,AG,2012-09-26,2037-12-31,Natural person,3806.06,Natural person,9.66
0.0153,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4922,46.8603,Toffen,3125,3125.0,,BE,2012-09-26,2037-12-31,Natural person,4642.029999999999,Natural person,11.964
0.02443,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.5672,47.3917,Marbach,9437,9437.0,,SG,2012-09-26,2037-12-31,Juridical person,5906.56,Juridical person,16.612
0.0023,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6332,46.6413,Echallens,1040,1040.0,,VD,2012-09-26,2037-12-31,Natural person,994.71,Natural person,2.493
0.0146,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3856,46.9873,Uettligen,3043,3043.0,,BE,2012-09-26,2037-12-31,Natural person,8200.880000000001,Natural person,17.338
0.02116,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6223,46.7204,Gwatt,3645,3645.0,,BE,2012-09-26,2037-12-31,Natural person,6118.009999999999,Natural person,20.739
0.032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.8725,47.4694,Ormalingen,4466,4466.0,Tschuppisstrasse 4,BL,2012-09-26,2037-12-31,Ueli Hänni,13603.3,PV Ueli Hänni Ormalingen,36.083
0.49548,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.2834,47.3563,Waldstatt,9104,9104.0,Schönengrundstrasse 1,AR,2012-09-26,2037-12-31,Blumer Techno Fenster AG,137523.83,PV Blumer Techno Fenster AG Waldstatt - Werksgebäude BTF AG,469.9948
0.024,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0943,47.1144,Buttisholz,6018,6018.0,,LU,2012-09-26,2037-12-31,Natural person,7981.960000000001,Natural person,20.95
0.0056,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.185,47.5186,Remigen,5236,5236.0,,AG,2012-09-26,2037-12-31,Natural person,2232.01,Natural person,5.594
0.13938,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3066,47.0741,Lyss,3250,3250.0,Grenzstrasse 25b,BE,2012-09-26,2037-12-31,GLB-Seeland,23203.629999999994,PV GLB-Seeland Lyss - Maurerhalle,121.7856
0.88192,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.2723,47.0957,Rothenburg,6023,6023.0,Stationsstrasse/Unterwaligenstrasse,LU,2012-09-26,2037-09-30,Auto AG Immobilien,118107.19000000002,PV Auto AG Immobilien Rothenburg,372.88519
0.093,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.7644,46.7849,Rovray,1463,1463.0,Le Murgi,VD,2012-09-26,2037-12-31,Gilles Gallandat,30254.019999999997,PV Gilles Gallandat Rovray,105.41475
0.065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH062,8.6547,46.8655,Schattdorf,6467,6467.0,Rüttistrasse 61,UR,2012-09-27,2037-12-31,R. Arnold Immo AG,22696.519999999993,PV R. Arnold AG Schattdorf - Werkhalle ,63.300689999999996
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.8393,46.7085,Lucens,1522,1522.0,,VD,2012-09-27,2037-12-31,Natural person,1512.6,Natural person,3.791
0.14646,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.5627,47.4313,Glattbrugg,8152,8152.0,Oberhauserstrasse  71,ZH,2012-09-27,2037-09-30,Reformierte Kirchgemeinde Opfikon,16866.640000000003,PV Reformierte Kirchgemeinde Opfikon,63.888825
0.011,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.7072,47.7472,Thayngen,8240,8240.0,,SH,2012-09-27,2037-12-31,Juridical person,5994.240000000001,Juridical person,13.531
0.06867,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2488,47.5836,Klingnau,5313,5313.0,Brühlstrasse 25,AG,2012-09-27,2037-12-31,Roger Meier,20811.639999999996,PV Roger Meier Klingnau,57.490725
0.0299,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5744,46.7532,Thierachern,3634,3634.0,,BE,2012-09-27,2037-12-31,Juridical person,15808.99,Juridical person,34.745
0.065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.5329,47.4425,Heiden,9410,9410.0,Gruberstrasse 9,AR,2012-09-27,2037-12-31,Katholische Kirche Heiden,26417.749999999996,PV Katholische Kirche Heiden,62.749950000000005
0.0692,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.5306,46.4468,Cresta (Avers),7447,7447.0,Parzelle Nr. 1968,GR,2012-09-27,2037-12-31,Fritz Heinz,33001.46,PV Fritz Heinz Cresta (Avers),78.76241999999999
0.0094,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0027,47.4487,Oberhof,5062,5062.0,,AG,2012-09-27,2037-12-31,Natural person,5125.0,Natural person,10.502
0.0118,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.7072,47.7472,Thayngen,8240,8240.0,,SH,2012-09-27,2037-12-31,Juridical person,4548.63,Juridical person,10.291
0.0103,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.7072,47.7472,Thayngen,8240,8240.0,,SH,2012-09-27,2037-12-31,Juridical person,4828.9400000000005,Juridical person,10.876
0.3116,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1761,47.5879,Leibstadt,5325,5325.0,Bossenhaus 211,AG,2012-09-27,2037-12-31,Solarspar,73749.52999999998,PV Solarspar Leibstadt - Lagerhalle,295.5357
0.32154,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.261,46.9547,Mühleberg,3203,3203.0,Hornweg 13,BE,2012-09-27,2037-09-30,Hansruedi Schlecht,7069.909999999999,PV Hansruedi Schlecht Mühleberg - Neubau Lagerhalle & Fressplatz 1,22.88
0.0027,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.7995,46.1709,Solduno,6600,6600.0,,TI,2012-09-27,2037-12-31,Natural person,1055.3600000000001,Natural person,2.645
0.21615,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4903,47.478,Rorschach,9400,9400.0,Churerstrasse 10,SG,2012-09-27,2037-12-31,Würth Management AG,64815.419999999984,PV Würth Management AG Rorschach - WATZ,195.46341000000004
0.0023,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.1095,46.8351,Belfaux,1782,1782.0,,FR,2012-09-27,2037-12-31,Natural person,1136.75,Natural person,2.849
0.09176,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.1964,46.9088,Kleinbösingen,3213,3213.0,Feldmattstrasse 40,FR,2012-09-27,2037-12-31,Samuel Bütikofer,24703.86999999999,PV Samuel Bütikofer Kleinbösingen,79.94775
0.5268,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6315,46.5582,Le Mont-sur-Lausanne,1052,1052.0,En Budron H9,VD,2012-09-27,2037-12-31,Birseck Solar AG,141593.43000000002,PV Birseck Solar AG Le Mont-sur-Lausanne - EN BUDRON H9 N01,540.2430750000001
0.01144,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.1549,47.2174,Rickenbach,6221,6221.0,,LU,2012-09-27,2037-12-31,Natural person,4355.67,Natural person,11.027
0.192,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.5114,46.2676,Réchy,3966,3966.0,Chemin des Clous 2,VS,2012-09-27,2037-12-31,Triage Forestier du Vallon,70571.58,PV Triage Forestier du Vallon Réchy,211.580625
0.1673,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0869,47.424,Jonschwil,9243,9243.0,Bettenau 660,SG,2012-09-27,2037-12-31,Patrik Gämperli,60039.06999999999,PV Patrik Gämperli Jonschwil,176.0676
0.0029,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.3748,47.4239,St.Gallen,9000,9000.0,,SG,2012-09-27,2037-12-31,Natural person,951.2700000000002,Natural person,2.3841090000000005
0.01056,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.4215,47.2641,Obfelden,8912,8912.0,,ZH,2012-09-27,2037-12-31,Natural person,4365.42,Natural person,10.996
0.0281,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8555,47.256,Rüti,8630,8630.0,,ZH,2012-09-27,2037-12-31,Natural person,10669.99,Natural person,28.153
0.2499,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.9001,47.3448,Olten,4601,4601.0,Haslistrasse 72,SO,2012-09-27,2037-12-31,Hasli Liegenschaften AG,73535.01,PV Hasli Liegenschaften AG Olten - Liegenschaften 9,223.7864
0.0322,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6657,47.1559,Grasswil,3365,3365.0,Neuhaus 6-8,BE,2012-09-27,2037-12-31,Beat Friedli,14389.89,PV Beat Friedli Grasswil - Neuhaus,38.271
0.028,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0478,47.1328,Grosswangen,6022,6022.0,,LU,2012-09-27,2037-12-31,Natural person,9284.740000000002,Natural person,24.498
0.0046,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2074,47.3682,Lenzburg,5600,5600.0,,AG,2012-09-27,2037-12-31,Natural person,1765.5800000000004,Natural person,4.425
0.0082,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,9.0232,45.86,Morbio Superiore,6835,6835.0,,TI,2012-09-27,2037-12-31,Natural person,3688.76,Natural person,9.245
1.56628,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5631,46.9298,Worb,3076,3076.0,Bollstrasse 97/99/102/33,BE,2012-09-27,2037-12-31,OLWO Lädrach Otto AG,485277.26000000007,PV OLWO Lädrach Otto AG Worb,1625.4650159999999
0.0075,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4839,47.0168,Moosseedorf,3302,3302.0,,BE,2012-09-27,2037-12-31,Juridical person,3496.5200000000004,Juridical person,7.165
0.0072,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,9.3787,47.5659,Romanshorn,8590,8590.0,,TG,2012-09-27,2037-12-31,Natural person,2944.78,Natural person,7.380425000000001
0.0221,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.2916,47.1211,Aegerten,2558,2558.0,,BE,2012-09-27,2037-12-31,Natural person,11078.969999999998,Natural person,24.032469000000003
0.00775,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4549,47.1698,Buchs,9470,9470.0,,SG,2012-09-27,2037-12-31,Natural person,3260.9400000000005,Natural person,8.172775
0.0221,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.7072,47.7472,Thayngen,8240,8240.0,,SH,2012-09-27,2037-12-31,Juridical person,11474.21,Juridical person,26.317
0.005,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.771,46.7877,Eriz,3619,3619.0,,BE,2012-09-27,2037-12-31,Natural person,1759.9900000000002,Natural person,4.411
0.19107,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.7818,46.7215,Thierrens,1410,1410.0,Route de St-Cierges 10,VD,2012-09-27,2037-12-31,2 Elios Sàrl,79152.55999999998,PV 2Elios Sàrl Thierrens - Route de St-Cierges,210.216
0.0163,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3066,47.0741,Lyss,3250,3250.0,,BE,2012-09-27,2037-12-31,Natural person,7239.990000000001,Natural person,18.708
0.013,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3066,47.0741,Lyss,3250,3250.0,,BE,2012-09-27,2037-12-31,Natural person,5300.2300000000005,Natural person,13.521
0.144,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4886,47.0906,Weite,9476,9476.0,Heuwiese 11,SG,2012-09-27,2037-12-31,Viehhandel Scherrer,54699.33999999999,PV Viehhandel Scherrer Trübbach,139.53915
0.0213,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.4381,46.6143,Pignia,7443,7443.0,,GR,2012-09-27,2037-12-31,Natural person,8956.46,Natural person,23.385
0.0138,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8646,47.2991,Wernetshausen,8342,8342.0,,ZH,2012-09-27,2037-12-31,Natural person,4729.58,Natural person,9.957
0.05,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5603,46.4914,Adelboden,3715,3715.0,Bodenstrasse 2,BE,2012-09-27,2037-12-31,Licht- und Wasserwerk Adelboden AG (LWA),18401.239999999998,PV LWA Adelboden - Oey Talstation,43.247299999999996
0.6285,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3252,47.0471,Luzern,6002,6002.0,Tribschenstrasse 65,LU,2012-09-28,2037-12-31,ewl Verkauf AG,187660.50999999998,PV Ewl Verkauf AG Luzern - VBL,589.055412
0.4764,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH025,7.2076,47.4238,Charmoille,2947,2947.0,Ferme Beau-Site 124,JU,2012-09-28,2037-12-31,NAGEL Agroénergie Sàrl,167865.88999999996,PV NAGEL Agroénergie Sàrl Charmoille - hangar,483.1328
0.028,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.3875,46.5079,Saint-Livres,1176,1176.0,,VD,2012-09-28,2037-12-31,Natural person,11714.12,Natural person,30.908
0.14265,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2,47.2886,Birrwil,5708,5708.0,Schwaderhof 5,AG,2012-09-28,2037-09-30,Solarspar,26372.609999999997,PV Solarspar Birrwil,77.3964
0.0636,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.7825,46.5009,Puidoux,1070,1070.0,Chemin de la Chapelle 15,VD,2012-09-28,2037-12-31,Daniel Grand,34729.179999999986,PV Daniel Grand Puidoux - Chapelle au Soleil Bonvin,75.252
0.0367,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,9.017,46.1928,Bellinzona,6500,6500.0,Via Zorzi ,TI,2012-09-28,2037-12-31,Azienda Multiservizi Bellinzona AMB,14214.179999999998,PV AMB Bellinzona - SA3,38.57485
0.0132,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.554,46.8312,Bullet,1453,1453.0,,VD,2012-09-28,2037-12-31,Natural person,4576.34,Natural person,11.704119
0.0156,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,10.4462,46.6268,Müstair,7537,7537.0,,GR,2012-09-28,2037-12-31,Juridical person,7476.330000000001,Juridical person,16.05775
0.0053,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.7425,46.8003,Yvonand,1462,1462.0,,VD,2012-09-28,2037-12-31,Natural person,2774.2799999999997,Natural person,5.685
0.30952,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6946,47.2661,Niederbipp,4704,4704.0,Brunnhof 1f,BE,2012-09-28,2037-12-31,Hansruedi Born,56906.84,PV Hansruedi Born Niederbipp - Gebäude 1F,255.1876
0.1188,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.3937,47.1117,Schnottwil,3253,3253.0,Bächelacher 2,SO,2012-09-28,2037-12-31,Hans-Jürg Eberhard,47162.090000000004,PV Hans-Jürg Eberhard Schnottwil,134.3649
0.0075,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3481,46.9877,Wohlen,3033,3033.0,,BE,2012-09-28,2037-12-31,Natural person,3656.1000000000004,Natural person,7.492
0.4019,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.4508,46.8348,Domat/Ems,7013,7013.0,Via Zups 2,GR,2012-09-28,2037-12-31,Rhiienergie AG,139898.44999999998,PV Rhiienergie AG Domat/Ems - Kuoni,433.75588
0.0066,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.879,47.3674,Bauma,8494,8494.0,,ZH,2012-09-28,2037-12-31,Natural person,2486.5699999999997,Natural person,6.232
0.01998,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.8999,47.3207,Aarburg,4663,4663.0,,AG,2012-09-28,2037-12-31,Natural person,4468.22,Natural person,11.636
0.0219,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.966,46.0359,Canobbio,6952,6952.0,,TI,2012-09-28,2037-12-31,Natural person,10612.220000000001,Natural person,23.02
0.0255,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3047,46.8949,Neuenegg,3176,3176.0,,BE,2012-09-28,2037-12-31,Natural person,8461.079999999998,Natural person,22.266
0.28212,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH066,8.5174,47.1724,Zug,6300,6300.0,Vordergeissboden,ZG,2012-09-28,2037-12-31,Korporation Zug,71689.54,"PV Korporation Zug - Vordergeissboden, Neubau Laufstall, Feld Süd",259.1972
0.0094,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.916,46.3748,Rennaz,1847,1847.0,,VD,2012-09-28,2037-12-31,Natural person,4616.68,Natural person,11.704
0.0088,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.6872,46.9697,Schiers,7220,7220.0,,GR,2012-09-28,2037-12-31,Natural person,3829.1499999999996,Natural person,9.596900000000002
0.73294,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.2601,46.2095,Ardon,1957,1957.0,ZI des Aprages ,VS,2012-09-28,2037-09-30,Service électrique intercommunal S.A. - SEIC,106122.1,PV SEIC SA Ardon - Fournier et Cie Ardon,376.7325
0.0059,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.2432,46.8523,Kriens,6010,6010.0,,LU,2012-09-28,2037-12-31,Natural person,2301.04,Natural person,5.767
0.0334,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.4552,47.2053,Selzach,2545,2545.0,Bäriswilstrasse 30,SO,2012-09-28,2037-12-31,Primo Energien AG,12934.089999999998,PV Primo Energie AG Selzach - Bäriswilstrasse 30,34.936236
0.08007,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,10.4462,46.6268,Müstair,7537,7537.0,Somvih 110 B-D,GR,2012-09-28,2037-12-31,Dalaval GmbH,27712.9,PV Dalaval GmbH Müstair - Somvih 110 B-D,77.94312
0.09139,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,9.0036,47.6019,Müllheim,8555,8555.0,Rosengartenstrasse 16,TG,2012-09-28,2037-12-31,Politische Gemeinde Müllheim,32110.809999999998,PV Politische Gemeinde Müllheim - Rosengartenstrasse 16,90.56257500000001
0.00563,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.5537,47.4919,Winkel,8185,8185.0,,ZH,2012-09-28,2037-12-31,Natural person,3241.79,Natural person,6.643
0.0507,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.9,46.1747,Riazzino,6595,6595.0,Zona industriale Bolla 1455,TI,2012-09-28,2037-12-31,Andrea Locher,17144.190000000002,PV Andrea Locher Riazzino,49.983
0.02014,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4828,46.9743,Ittigen,3063,3063.0,,BE,2012-09-28,2037-12-31,Juridical person,2910.0400000000004,Juridical person,7.598
0.1287,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.4485,46.7772,Scheid,7419,7419.0,Streglia 1,GR,2012-09-28,2037-12-31,Michael Raguth Tscharner-Casutt,42719.16,PV Michael Raguth Tscharner-Casutt Scheid,122.40447
0.01962,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.8593,45.9717,Ponte Tresa,6988,6988.0,,TI,2012-09-28,2037-12-31,Natural person,6903.18,Natural person,17.977
0.49688,Renewable energy,Solar,,Photovoltaics,BFE,,,,,,Donatyre,1582,,Route de Villarepos 17,VD,2012-09-28,2037-12-31,Bertrand Gigaud,153834.57000000004,PV Bertrand Gigaud Donatyre,511.8075
0.3323,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,7.907,47.1287,Hüswil,6152,6152.0,Bernstrasse 15b,LU,2012-09-28,2037-12-31,Hodel MB Immo AG,77959.77999999998,PV Hodel MB Immo AG Hüswil - Solarstrom ab Produktionshalle,298.05456
0.6993,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,10.4462,46.6268,Müstair,7537,7537.0,Palü Daint 226,GR,2012-09-28,2037-12-31,Li & Co AG,192180.74999999994,PV Li&Co AG Müstair,615.0126759999999
0.00984,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.8593,45.9717,Ponte Tresa,6988,6988.0,,TI,2012-09-28,2037-12-31,Natural person,3407.46,Natural person,8.54
0.0154,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,6.9589,46.0617,Martigny,1925,1925.0,,VS,2012-09-28,2037-12-31,Juridical person,7057.719999999999,Juridical person,18.19
0.00984,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6204,46.9486,Walkringen,3512,3512.0,,BE,2012-09-28,2037-12-31,Natural person,5971.66,Natural person,12.237
0.172,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.919,46.6965,Romont,1680,1680.0,Route de Massonens 5,FR,2012-09-28,2037-09-30,Groupe E Greenwatt SA,28739.08,PV Groupe E Greenwatt SA Romont - Patinoire,85.62225
0.04032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.6125,47.4246,Reute,9411,9411.0,Dorf 42,AR,2012-09-28,2037-12-31,Christian Fischbacher,20042.889999999992,PV Christian Fischbacher Reute - Produktionshalle Süd,45.65579999999999
0.1654,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.7529,47.2804,Kestenholz,4703,4703.0,Im Holz 1,SO,2012-09-28,2037-12-31,BZA AG ,40904.72,PV BZA AG Kestenholz - Markus Köpfli ,108.64143
0.005,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.4433,47.4109,Speicher,9042,9042.0,,AR,2012-09-28,2037-12-31,Natural person,1923.98,Natural person,4.822
0.03456,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,7.907,47.1287,Hüswil,6152,6152.0,Bernstrasse 11,LU,2012-09-28,2037-12-31,Dubach Holzbau AG,11819.74,PV Dubach Holzbau AG Hüswil,31.991
0.1537,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.2277,46.8923,Bösingen,3178,3178.0,Gerbematte 2,FR,2012-09-28,2037-09-30,Steinhof Ruprecht,20557.550000000007,PV Steinhof Ruprecht Laupen - Gerbematte 2,80.93520000000001
0.2314,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.5307,47.36,Hinterforst,9452,9452.0,Eichbergstrasse 60,SG,2012-09-28,2037-12-31,Joos Clément ,42843.73000000001,PV Joos Clément Hinterforst,225.49339999999995
0.09639,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.4712,47.5896,Wasterkingen,8195,8195.0,In der Chürzi 179,ZH,2012-09-28,2037-12-31,Peter Spühler-Bossert,33150.38999999999,PV Peter Spühler-Bossert Wasterkingen,92.5989
0.12948,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.8687,46.5875,Besencens,1609,1609.0,Chemin des Caudré 165,FR,2012-09-28,2037-09-30,Pascal Jaccoud,17550.940000000002,PV Pascal Jaccoud Besencens,62.9065
0.02499,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.914,47.276,Wald,8636,8636.0,,ZH,2012-09-28,2037-12-31,Natural person,10690.159999999998,Natural person,28.132
0.0129,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH063,8.8543,47.1993,Lachen,8853,8853.0,,SZ,2012-09-28,2037-12-31,Natural person,1804.06,Natural person,4.942604
0.0051,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5603,46.4914,Adelboden,3715,3715.0,,BE,2012-09-28,2037-12-31,Natural person,2318.4800000000005,Natural person,6.352
0.0379,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7874,46.9394,Langnau,3550,3550.0,Schlossstrasse 26,BE,2012-09-28,2037-12-31,swissFineLine AG,14791.900000000001,PV swissFineLine AG  Langnau - Neubau Produktionshalle,40.232
0.0142,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.6556,47.386,Diepoldsau,9444,9444.0,,SG,2012-09-28,2037-12-31,Natural person,6835.139999999999,Natural person,17.526
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH025,7.043,47.2893,Les Enfers,2363,2363.0,,JU,2012-09-28,2037-12-31,Natural person,5372.39,Natural person,11.009
